test_id,test_category,test_type,temperature,humidity,vibration,pressure,risk_score,pass_fail,test_duration,test_date,standard
TEST_000560,vibration,acoustic_vibration,-15.21,37.31,33.0,1159.7,1.0,FAIL,140,2025-07-30 18:31:19.482846,MIL-STD-810 Method 515.8
TEST_000561,vibration,shock,4.38,89.67,27.45,879.02,0.732,FAIL,316,2024-12-27 18:31:19.482876,IEC 60068-2-27
TEST_000562,humidity,water_splash,38.34,41.13,23.92,1150.65,0.767,FAIL,74,2025-07-13 18:31:19.482906,IEC 60529
TEST_000563,vibration,shock,-33.07,53.53,34.46,1046.13,1.0,FAIL,31,2024-09-12 18:31:19.482949,IEC 60068-2-27
TEST_000564,vibration,mechanical_vibration,-6.39,18.15,35.56,838.97,1.0,FAIL,84,2025-05-27 18:31:19.482980,MIL-STD-810 Method 514.8
TEST_000565,temperature,high_temp,-21.09,80.32,24.35,839.47,1.0,FAIL,99,2025-05-10 18:31:19.483011,MIL-STD-810 Method 501.7
TEST_000566,humidity,condensation,28.76,66.76,20.67,1014.26,0.286,PASS,445,2024-11-01 18:31:19.483042,ISO 16750-4
TEST_000567,temperature,high_temp,-0.94,14.73,42.6,840.37,1.0,FAIL,321,2025-03-13 18:31:19.483074,MIL-STD-810 Method 501.7
TEST_000568,humidity,water_splash,-28.9,10.17,31.12,1124.91,1.0,FAIL,454,2025-03-19 18:31:19.483104,IEC 60529
TEST_000569,humidity,condensation,-29.58,35.99,35.88,1071.94,0.804,FAIL,111,2025-04-04 18:31:19.483135,ISO 16750-4
TEST_000570,temperature,thermal_shock,6.31,38.84,26.4,1188.14,0.577,PASS,374,2025-07-31 18:31:19.483166,IEC 60068-2-14
TEST_000571,temperature,high_temp,-26.68,50.24,27.99,1034.21,0.593,PASS,208,2025-01-12 18:31:19.483196,MIL-STD-810 Method 501.7
TEST_000572,temperature,thermal_shock,-28.51,82.15,37.74,1002.96,0.921,FAIL,269,2024-08-13 18:31:19.483240,IEC 60068-2-14
TEST_000573,vibration,shock,1.41,55.14,47.31,1155.66,1.0,FAIL,448,2025-06-05 18:31:19.483272,IEC 60068-2-27
TEST_000574,temperature,high_temp,9.52,65.89,32.08,1010.87,0.427,PASS,477,2025-03-10 18:31:19.483303,MIL-STD-810 Method 501.7
TEST_000575,humidity,water_splash,34.38,40.55,17.81,955.87,0.317,PASS,268,2025-03-29 18:31:19.483334,IEC 60529
TEST_000576,vibration,mechanical_vibration,39.21,44.06,18.02,1171.56,0.62,PASS,463,2025-05-02 18:31:19.483364,MIL-STD-810 Method 514.8
TEST_000577,vibration,mechanical_vibration,58.51,42.69,47.85,1136.52,1.0,FAIL,456,2024-10-31 18:31:19.483396,MIL-STD-810 Method 514.8
TEST_000578,humidity,humidity_resistance,-32.59,43.63,25.27,939.51,0.789,FAIL,143,2025-05-28 18:31:19.483427,MIL-STD-810 Method 507.7
TEST_000579,humidity,water_splash,14.54,77.13,24.19,818.0,0.651,PASS,85,2024-12-23 18:31:19.483458,IEC 60529
TEST_000580,humidity,water_splash,-22.0,44.7,47.91,818.52,1.0,FAIL,77,2025-06-07 18:31:19.483488,IEC 60529
TEST_000581,humidity,condensation,-23.34,59.94,4.59,1070.76,0.365,PASS,318,2025-07-07 18:31:19.483542,ISO 16750-4
TEST_000582,humidity,condensation,21.3,17.9,23.19,991.72,0.308,PASS,313,2025-01-21 18:31:19.483593,ISO 16750-4
TEST_000583,humidity,humidity_resistance,-29.74,10.2,24.68,924.43,0.815,FAIL,189,2025-06-08 18:31:19.483641,MIL-STD-810 Method 507.7
TEST_000584,humidity,humidity_resistance,11.0,58.62,44.11,817.03,1.0,FAIL,384,2024-09-05 18:31:19.483689,MIL-STD-810 Method 507.7
TEST_000585,temperature,high_temp,5.53,64.72,32.45,1068.09,0.497,PASS,326,2025-04-09 18:31:19.483739,MIL-STD-810 Method 501.7
TEST_000586,vibration,mechanical_vibration,36.65,39.26,31.35,1156.32,1.0,FAIL,344,2024-11-03 18:31:19.483787,MIL-STD-810 Method 514.8
TEST_000587,vibration,acoustic_vibration,-4.48,12.88,9.45,948.61,0.35,PASS,209,2025-02-24 18:31:19.483851,MIL-STD-810 Method 515.8
TEST_000588,vibration,mechanical_vibration,13.7,72.42,34.84,951.31,0.426,PASS,386,2025-05-04 18:31:19.483906,MIL-STD-810 Method 514.8
TEST_000589,humidity,humidity_resistance,23.65,58.65,7.64,1046.64,0.017,PASS,91,2025-05-12 18:31:19.483955,MIL-STD-810 Method 507.7
TEST_000590,humidity,humidity_resistance,60.95,88.63,23.61,1159.86,1.0,FAIL,272,2024-09-25 18:31:19.483999,MIL-STD-810 Method 507.7
TEST_000591,vibration,mechanical_vibration,-38.76,65.12,10.07,1115.64,1.0,FAIL,427,2025-04-19 18:31:19.484042,MIL-STD-810 Method 514.8
TEST_000592,vibration,shock,-34.72,86.24,17.42,1175.34,1.0,FAIL,163,2025-06-17 18:31:19.484075,IEC 60068-2-27
TEST_000593,vibration,shock,23.61,56.83,21.85,1116.87,0.497,PASS,76,2025-01-02 18:31:19.484107,IEC 60068-2-27
TEST_000594,vibration,mechanical_vibration,37.57,74.7,44.17,997.59,0.58,PASS,40,2025-04-15 18:31:19.484151,MIL-STD-810 Method 514.8
TEST_000595,vibration,acoustic_vibration,51.2,67.86,11.37,1085.72,0.647,PASS,108,2024-12-05 18:31:19.484195,MIL-STD-810 Method 515.8
TEST_000596,humidity,water_splash,7.36,55.99,4.94,1079.55,0.059,PASS,438,2025-07-02 18:31:19.484226,IEC 60529
TEST_000597,vibration,mechanical_vibration,-33.98,78.92,0.35,1155.56,0.9,FAIL,165,2025-04-14 18:31:19.484258,MIL-STD-810 Method 514.8
TEST_000598,vibration,acoustic_vibration,11.42,57.79,43.89,1073.99,0.528,PASS,180,2024-11-01 18:31:19.484288,MIL-STD-810 Method 515.8
TEST_000599,temperature,thermal_shock,11.61,85.52,30.43,914.77,0.646,PASS,129,2025-03-07 18:31:19.484322,IEC 60068-2-14
TEST_000600,temperature,low_temp,53.67,50.31,16.58,993.17,0.478,PASS,398,2024-12-22 18:31:19.484353,MIL-STD-810 Method 502.7
TEST_000601,temperature,low_temp,9.68,30.07,12.74,930.5,0.32,PASS,191,2024-10-19 18:31:19.484385,MIL-STD-810 Method 502.7
TEST_000602,temperature,thermal_shock,-24.61,66.52,33.64,900.52,0.837,FAIL,321,2024-11-02 18:31:19.484416,IEC 60068-2-14
TEST_000603,vibration,acoustic_vibration,48.36,34.97,39.11,1190.27,1.0,FAIL,404,2025-01-14 18:31:19.484450,MIL-STD-810 Method 515.8
TEST_000604,vibration,mechanical_vibration,42.38,27.75,44.12,832.73,1.0,FAIL,62,2024-09-24 18:31:19.484479,MIL-STD-810 Method 514.8
TEST_000605,temperature,high_temp,43.08,83.03,31.37,974.1,0.809,FAIL,240,2025-02-07 18:31:19.484507,MIL-STD-810 Method 501.7
TEST_000606,temperature,high_temp,-37.82,22.19,11.99,1155.11,1.0,FAIL,131,2024-08-27 18:31:19.484535,MIL-STD-810 Method 501.7
TEST_000607,vibration,acoustic_vibration,-19.26,70.95,39.37,1105.36,1.0,FAIL,373,2024-10-03 18:31:19.484562,MIL-STD-810 Method 515.8
TEST_000608,vibration,shock,-38.28,73.52,13.07,979.48,0.758,FAIL,386,2024-11-26 18:31:19.484591,IEC 60068-2-27
TEST_000609,vibration,acoustic_vibration,2.32,52.87,32.51,1182.47,0.936,FAIL,329,2024-10-13 18:31:19.484624,MIL-STD-810 Method 515.8
TEST_000610,temperature,high_temp,27.4,40.85,2.26,1031.33,0.0,PASS,427,2025-04-06 18:31:19.484653,MIL-STD-810 Method 501.7
TEST_000611,temperature,low_temp,33.72,68.67,11.49,1084.38,0.386,PASS,99,2025-07-04 18:31:19.484684,MIL-STD-810 Method 502.7
TEST_000612,temperature,high_temp,17.43,14.43,36.08,858.13,0.899,FAIL,350,2024-11-30 18:31:19.484714,MIL-STD-810 Method 501.7
TEST_000613,temperature,low_temp,-39.63,28.13,16.66,1079.19,0.804,FAIL,281,2024-08-11 18:31:19.484763,MIL-STD-810 Method 502.7
TEST_000614,temperature,high_temp,57.23,21.45,22.48,831.83,0.916,FAIL,357,2025-05-18 18:31:19.484794,MIL-STD-810 Method 501.7
TEST_000615,humidity,humidity_resistance,1.76,22.48,30.7,994.71,0.379,PASS,226,2025-05-22 18:31:19.484825,MIL-STD-810 Method 507.7
TEST_000616,humidity,humidity_resistance,-14.59,70.2,14.09,1066.7,0.577,PASS,36,2025-05-05 18:31:19.484856,MIL-STD-810 Method 507.7
TEST_000617,vibration,shock,22.48,32.66,20.23,855.78,0.484,PASS,60,2024-08-30 18:31:19.484885,IEC 60068-2-27
TEST_000618,vibration,mechanical_vibration,-1.79,85.63,5.41,873.03,0.482,PASS,308,2024-11-26 18:31:19.484916,MIL-STD-810 Method 514.8
TEST_000619,temperature,thermal_shock,67.09,19.83,47.19,1139.6,1.0,FAIL,284,2024-12-05 18:31:19.484946,IEC 60068-2-14
TEST_000620,vibration,acoustic_vibration,37.52,83.78,48.16,953.25,0.808,FAIL,322,2025-05-22 18:31:19.484976,MIL-STD-810 Method 515.8
TEST_000621,humidity,humidity_resistance,21.75,65.52,49.7,1138.61,0.906,FAIL,328,2025-07-01 18:31:19.485007,MIL-STD-810 Method 507.7
TEST_000622,humidity,humidity_resistance,21.55,53.53,26.2,1125.39,0.477,PASS,455,2025-07-10 18:31:19.485037,MIL-STD-810 Method 507.7
TEST_000623,vibration,acoustic_vibration,-31.27,83.01,36.0,1141.26,1.0,FAIL,182,2025-01-05 18:31:19.485073,MIL-STD-810 Method 515.8
TEST_000624,vibration,shock,-1.73,34.47,4.07,819.22,0.405,PASS,161,2025-04-14 18:31:19.485104,IEC 60068-2-27
TEST_000625,humidity,humidity_resistance,-21.54,89.18,41.46,984.96,1.0,FAIL,234,2025-02-21 18:31:19.485138,MIL-STD-810 Method 507.7
TEST_000626,humidity,humidity_resistance,40.56,37.71,36.44,810.11,1.0,FAIL,117,2024-11-30 18:31:19.485167,MIL-STD-810 Method 507.7
TEST_000627,vibration,mechanical_vibration,-2.72,45.42,29.44,910.59,0.512,PASS,363,2025-05-03 18:31:19.485199,MIL-STD-810 Method 514.8
TEST_000628,temperature,thermal_shock,-8.99,40.32,32.82,1154.1,0.984,FAIL,94,2025-05-29 18:31:19.485229,IEC 60068-2-14
TEST_000629,temperature,high_temp,-13.53,31.6,6.07,1003.35,0.206,PASS,47,2025-05-15 18:31:19.485276,MIL-STD-810 Method 501.7
TEST_000630,vibration,acoustic_vibration,-25.63,17.89,37.25,829.13,1.0,FAIL,383,2025-07-19 18:31:19.485316,MIL-STD-810 Method 515.8
TEST_000631,temperature,thermal_shock,16.27,82.44,28.69,1068.65,0.62,PASS,313,2025-06-20 18:31:19.485353,IEC 60068-2-14
TEST_000632,humidity,water_splash,54.19,24.22,2.1,1095.44,0.343,PASS,252,2025-05-20 18:31:19.485385,IEC 60529
TEST_000633,vibration,mechanical_vibration,23.63,10.31,12.27,858.13,0.474,PASS,426,2025-01-05 18:31:19.485415,MIL-STD-810 Method 514.8
TEST_000634,vibration,acoustic_vibration,43.5,88.03,5.2,899.36,0.602,PASS,398,2024-12-20 18:31:19.485446,MIL-STD-810 Method 515.8
TEST_000635,humidity,condensation,-36.48,48.28,0.16,995.31,0.471,PASS,91,2025-04-23 18:31:19.485476,ISO 16750-4
TEST_000636,humidity,condensation,24.32,22.57,21.21,849.9,0.637,PASS,318,2025-02-02 18:31:19.485506,ISO 16750-4
TEST_000637,vibration,shock,69.89,66.65,34.23,1004.85,1.0,FAIL,421,2025-07-11 18:31:19.485536,IEC 60068-2-27
TEST_000638,humidity,water_splash,10.51,34.62,47.82,1102.41,0.945,FAIL,385,2024-11-30 18:31:19.485566,IEC 60529
TEST_000639,humidity,condensation,36.01,31.64,0.98,819.77,0.419,PASS,103,2024-10-31 18:31:19.485597,ISO 16750-4
TEST_000640,vibration,mechanical_vibration,32.0,75.96,11.72,1145.73,0.521,PASS,125,2024-12-07 18:31:19.485627,MIL-STD-810 Method 514.8
TEST_000641,vibration,mechanical_vibration,-5.17,79.28,47.77,984.97,0.589,PASS,256,2025-04-08 18:31:19.485665,MIL-STD-810 Method 514.8
TEST_000642,humidity,condensation,42.54,20.41,13.47,993.61,0.424,PASS,376,2025-01-24 18:31:19.485712,ISO 16750-4
TEST_000643,temperature,low_temp,10.81,64.35,28.31,957.89,0.332,PASS,90,2025-05-26 18:31:19.485751,MIL-STD-810 Method 502.7
TEST_000644,humidity,humidity_resistance,32.69,25.83,40.95,1095.53,0.673,PASS,270,2025-02-15 18:31:19.485784,MIL-STD-810 Method 507.7
TEST_000645,temperature,low_temp,-34.67,26.45,1.39,1192.28,0.917,FAIL,92,2024-10-17 18:31:19.485835,MIL-STD-810 Method 502.7
TEST_000646,humidity,water_splash,57.4,60.07,23.99,1171.96,0.901,FAIL,299,2024-12-25 18:31:19.485885,IEC 60529
TEST_000647,vibration,shock,30.74,33.73,15.71,961.68,0.28,PASS,322,2025-01-13 18:31:19.485942,IEC 60068-2-27
TEST_000648,temperature,low_temp,42.38,90.42,36.94,959.42,1.0,FAIL,289,2025-07-08 18:31:19.485981,MIL-STD-810 Method 502.7
TEST_000649,humidity,condensation,-39.71,15.81,30.17,1160.79,1.0,FAIL,181,2025-06-03 18:31:19.486014,ISO 16750-4
TEST_000650,vibration,mechanical_vibration,26.39,48.76,2.97,1198.47,0.328,PASS,393,2025-05-25 18:31:19.486051,MIL-STD-810 Method 514.8
TEST_000651,humidity,condensation,46.39,45.37,34.9,1093.94,0.705,FAIL,316,2024-09-02 18:31:19.486082,ISO 16750-4
TEST_000652,humidity,condensation,34.43,25.7,45.62,1118.27,0.995,FAIL,271,2025-01-13 18:31:19.486113,ISO 16750-4
TEST_000653,humidity,water_splash,-32.81,74.52,46.02,948.29,1.0,FAIL,259,2025-03-15 18:31:19.486144,IEC 60529
TEST_000654,vibration,shock,40.8,90.05,18.43,988.27,0.674,PASS,446,2025-07-17 18:31:19.486175,IEC 60068-2-27
TEST_000655,temperature,thermal_shock,-13.12,89.52,5.93,1133.42,0.627,PASS,298,2025-03-07 18:31:19.486206,IEC 60068-2-14
TEST_000656,vibration,acoustic_vibration,59.05,12.0,11.77,1146.9,0.853,FAIL,142,2024-12-11 18:31:19.486235,MIL-STD-810 Method 515.8
TEST_000657,humidity,water_splash,-12.47,93.31,26.02,1020.83,0.776,FAIL,457,2025-05-29 18:31:19.486273,IEC 60529
TEST_000658,vibration,shock,44.12,13.2,31.64,872.08,1.0,FAIL,271,2024-11-27 18:31:19.486304,IEC 60068-2-27
TEST_000659,humidity,humidity_resistance,13.17,63.71,13.41,982.53,0.17,PASS,261,2024-09-16 18:31:19.486335,MIL-STD-810 Method 507.7
TEST_000660,vibration,acoustic_vibration,-5.46,50.66,6.32,878.09,0.306,PASS,466,2025-01-04 18:31:19.486366,MIL-STD-810 Method 515.8
TEST_000661,temperature,thermal_shock,-14.52,20.84,3.35,1100.16,0.406,PASS,287,2025-06-14 18:31:19.486397,IEC 60068-2-14
TEST_000662,humidity,water_splash,41.53,29.02,37.98,1008.76,0.613,PASS,93,2024-12-01 18:31:19.486428,IEC 60529
TEST_000663,humidity,humidity_resistance,-29.54,53.81,1.89,1186.2,0.601,PASS,296,2024-12-08 18:31:19.486458,MIL-STD-810 Method 507.7
TEST_000664,humidity,humidity_resistance,69.68,39.09,42.42,890.62,1.0,FAIL,319,2025-05-12 18:31:19.486489,MIL-STD-810 Method 507.7
TEST_000665,temperature,low_temp,-28.07,90.45,25.31,1063.6,1.0,FAIL,414,2024-09-20 18:31:19.486520,MIL-STD-810 Method 502.7
TEST_000666,vibration,acoustic_vibration,-35.53,36.89,40.56,1103.84,1.0,FAIL,432,2025-05-06 18:31:19.486566,MIL-STD-810 Method 515.8
TEST_000667,temperature,high_temp,-24.86,25.99,36.97,855.23,1.0,FAIL,105,2025-04-04 18:31:19.486742,MIL-STD-810 Method 501.7
TEST_000668,humidity,humidity_resistance,-32.72,23.39,33.52,1137.41,1.0,FAIL,268,2025-05-27 18:31:19.486815,MIL-STD-810 Method 507.7
TEST_000669,humidity,water_splash,19.78,65.88,10.93,873.01,0.376,PASS,318,2024-12-04 18:31:19.486920,IEC 60529
TEST_000670,vibration,acoustic_vibration,17.32,60.75,19.77,1100.57,0.431,PASS,423,2025-06-03 18:31:19.486976,MIL-STD-810 Method 515.8
TEST_000671,humidity,humidity_resistance,68.95,76.78,14.77,1179.62,1.0,FAIL,146,2024-10-11 18:31:19.487030,MIL-STD-810 Method 507.7
TEST_000672,temperature,thermal_shock,31.38,50.08,8.0,1147.78,0.287,PASS,458,2024-10-31 18:31:19.487082,IEC 60068-2-14
TEST_000673,humidity,water_splash,17.09,78.63,35.09,1198.19,0.936,FAIL,263,2025-07-15 18:31:19.487153,IEC 60529
TEST_000674,vibration,shock,-39.96,94.84,40.49,877.44,1.0,FAIL,361,2025-02-13 18:31:19.487225,IEC 60068-2-27
TEST_000675,vibration,acoustic_vibration,34.64,93.73,0.79,882.75,0.819,FAIL,324,2024-08-31 18:31:19.487297,MIL-STD-810 Method 515.8
TEST_000676,humidity,condensation,7.56,71.98,44.73,1012.25,0.46,PASS,175,2024-11-18 18:31:19.487366,ISO 16750-4
TEST_000677,vibration,acoustic_vibration,42.57,14.57,29.62,899.14,0.863,FAIL,324,2024-08-13 18:31:19.487430,MIL-STD-810 Method 515.8
TEST_000678,humidity,condensation,17.38,31.08,35.53,834.15,0.975,FAIL,83,2025-02-12 18:31:19.487514,ISO 16750-4
TEST_000679,humidity,water_splash,-3.46,27.2,19.73,903.42,0.403,PASS,48,2024-12-31 18:31:19.487583,IEC 60529
TEST_000680,humidity,humidity_resistance,38.12,65.47,49.86,856.88,0.974,FAIL,408,2024-08-19 18:31:19.487666,MIL-STD-810 Method 507.7
TEST_000681,vibration,acoustic_vibration,-21.08,78.98,18.57,815.2,0.788,FAIL,215,2024-09-17 18:31:19.487715,MIL-STD-810 Method 515.8
TEST_000682,temperature,high_temp,11.14,91.1,22.24,1163.69,1.0,FAIL,334,2025-02-15 18:31:19.487765,MIL-STD-810 Method 501.7
TEST_000683,vibration,mechanical_vibration,46.09,39.75,36.92,1057.01,0.694,PASS,425,2024-09-11 18:31:19.487829,MIL-STD-810 Method 514.8
TEST_000684,humidity,condensation,65.37,91.39,17.43,909.86,1.0,FAIL,273,2024-08-30 18:31:19.487878,ISO 16750-4
TEST_000685,temperature,high_temp,50.13,44.41,21.94,924.62,0.701,FAIL,90,2025-04-26 18:31:19.487927,MIL-STD-810 Method 501.7
TEST_000686,humidity,condensation,40.46,44.45,36.5,1121.84,0.972,FAIL,449,2025-01-13 18:31:19.487974,ISO 16750-4
TEST_000687,humidity,condensation,41.76,39.21,8.02,1012.87,0.188,PASS,401,2024-11-28 18:31:19.488024,ISO 16750-4
TEST_000688,temperature,high_temp,-21.18,32.98,41.47,824.72,1.0,FAIL,297,2024-08-11 18:31:19.488093,MIL-STD-810 Method 501.7
TEST_000689,humidity,humidity_resistance,28.11,60.77,43.46,878.53,0.865,FAIL,336,2024-08-26 18:31:19.488145,MIL-STD-810 Method 507.7
TEST_000690,temperature,low_temp,59.49,19.66,25.01,1136.63,0.782,FAIL,380,2025-07-12 18:31:19.488190,MIL-STD-810 Method 502.7
TEST_000691,temperature,high_temp,61.2,56.82,42.76,955.42,1.0,FAIL,275,2024-09-19 18:31:19.488240,MIL-STD-810 Method 501.7
TEST_000692,vibration,mechanical_vibration,-28.44,71.48,2.25,994.71,0.305,PASS,262,2025-01-26 18:31:19.488302,MIL-STD-810 Method 514.8
TEST_000693,humidity,water_splash,-9.28,85.43,35.81,865.4,1.0,FAIL,235,2025-05-01 18:31:19.488372,IEC 60529
TEST_000694,humidity,condensation,-6.34,71.98,22.61,1142.61,0.545,PASS,153,2025-02-23 18:31:19.488447,ISO 16750-4
TEST_000695,temperature,thermal_shock,-11.72,30.22,46.04,1157.29,1.0,FAIL,171,2024-10-28 18:31:19.488508,IEC 60068-2-14
TEST_000696,humidity,water_splash,-9.64,70.72,9.41,1097.93,0.197,PASS,337,2024-08-24 18:31:19.488558,IEC 60529
TEST_000697,humidity,condensation,-12.65,31.0,35.72,931.06,0.671,PASS,104,2025-01-09 18:31:19.488619,ISO 16750-4
TEST_000698,humidity,humidity_resistance,-2.22,63.92,24.51,1078.64,0.46,PASS,173,2024-08-08 18:31:19.488678,MIL-STD-810 Method 507.7
TEST_000699,vibration,mechanical_vibration,-26.59,47.01,7.29,1183.15,0.629,PASS,405,2025-04-16 18:31:19.488728,MIL-STD-810 Method 514.8
TEST_000700,vibration,shock,45.48,85.84,42.17,920.34,1.0,FAIL,271,2024-12-01 18:31:19.488777,IEC 60068-2-27
TEST_000701,temperature,thermal_shock,23.47,83.57,40.82,963.45,0.7,PASS,293,2024-12-05 18:31:19.488827,IEC 60068-2-14
TEST_000702,humidity,humidity_resistance,38.04,85.18,35.96,934.5,0.806,FAIL,407,2025-01-14 18:31:19.488886,MIL-STD-810 Method 507.7
TEST_000703,humidity,humidity_resistance,-34.28,22.02,46.87,886.86,1.0,FAIL,282,2024-10-19 18:31:19.488936,MIL-STD-810 Method 507.7
TEST_000704,humidity,water_splash,60.11,52.15,14.72,915.38,0.653,PASS,94,2025-06-01 18:31:19.488987,IEC 60529
TEST_000705,humidity,water_splash,59.8,19.71,8.54,1056.15,0.406,PASS,463,2024-08-27 18:31:19.489039,IEC 60529
TEST_000706,humidity,water_splash,50.04,41.66,8.85,870.9,0.493,PASS,87,2024-10-24 18:31:19.489091,IEC 60529
TEST_000707,temperature,thermal_shock,31.41,62.55,49.6,995.67,0.613,PASS,424,2025-02-19 18:31:19.489152,IEC 60068-2-14
TEST_000708,humidity,water_splash,63.87,44.39,21.24,1137.9,1.0,FAIL,116,2024-12-28 18:31:19.489207,IEC 60529
TEST_000709,humidity,humidity_resistance,3.32,21.24,30.07,896.93,0.826,FAIL,389,2025-04-25 18:31:19.489283,MIL-STD-810 Method 507.7
TEST_000710,temperature,thermal_shock,42.45,34.6,41.74,991.6,0.686,PASS,218,2024-11-30 18:31:19.489552,IEC 60068-2-14
TEST_000711,temperature,high_temp,46.05,76.99,8.63,1078.98,0.297,PASS,261,2025-04-26 18:31:19.489640,MIL-STD-810 Method 501.7
TEST_000712,humidity,water_splash,43.9,17.87,32.56,894.33,0.947,FAIL,467,2025-01-14 18:31:19.489687,IEC 60529
TEST_000713,temperature,thermal_shock,-22.46,45.78,26.32,1160.78,0.903,FAIL,328,2025-04-10 18:31:19.489721,IEC 60068-2-14
TEST_000714,vibration,acoustic_vibration,33.69,74.28,22.17,1151.61,0.689,PASS,393,2024-12-13 18:31:19.489754,MIL-STD-810 Method 515.8
TEST_000715,vibration,acoustic_vibration,-7.56,82.0,21.93,925.78,0.71,FAIL,247,2024-08-29 18:31:19.489785,MIL-STD-810 Method 515.8
TEST_000716,humidity,condensation,-6.9,62.86,47.26,1041.07,0.604,PASS,167,2024-11-22 18:31:19.489820,ISO 16750-4
TEST_000717,vibration,mechanical_vibration,-37.04,94.31,33.54,902.13,1.0,FAIL,292,2024-10-15 18:31:19.489851,MIL-STD-810 Method 514.8
TEST_000718,vibration,shock,-8.63,54.88,45.37,850.91,0.984,FAIL,346,2025-04-07 18:31:19.489882,IEC 60068-2-27
TEST_000719,vibration,acoustic_vibration,-31.05,64.23,37.2,1153.17,1.0,FAIL,342,2025-03-12 18:31:19.489914,MIL-STD-810 Method 515.8
TEST_000720,vibration,mechanical_vibration,-1.03,74.96,31.03,1010.72,0.486,PASS,388,2024-10-06 18:31:19.489945,MIL-STD-810 Method 514.8
TEST_000721,temperature,thermal_shock,-33.61,31.93,32.47,812.33,1.0,FAIL,56,2024-08-21 18:31:19.489976,IEC 60068-2-14
TEST_000722,temperature,thermal_shock,31.71,74.17,49.1,1048.59,0.585,PASS,296,2024-12-15 18:31:19.490007,IEC 60068-2-14
TEST_000723,vibration,acoustic_vibration,-10.16,91.81,21.96,1076.07,0.917,FAIL,446,2024-11-04 18:31:19.490038,MIL-STD-810 Method 515.8
TEST_000724,humidity,condensation,30.63,78.36,24.2,1078.37,0.462,PASS,136,2024-11-11 18:31:19.490069,ISO 16750-4
TEST_000725,temperature,high_temp,2.53,50.99,24.03,865.36,0.463,PASS,434,2025-02-25 18:31:19.490100,MIL-STD-810 Method 501.7
TEST_000726,humidity,humidity_resistance,44.63,48.14,7.22,931.43,0.384,PASS,180,2025-02-20 18:31:19.490130,MIL-STD-810 Method 507.7
TEST_000727,vibration,acoustic_vibration,69.33,69.15,16.68,1055.61,0.802,FAIL,234,2024-10-06 18:31:19.490160,MIL-STD-810 Method 515.8
TEST_000728,vibration,acoustic_vibration,31.25,77.9,10.86,1025.62,0.232,PASS,430,2024-12-27 18:31:19.490190,MIL-STD-810 Method 515.8
TEST_000729,humidity,condensation,-25.31,38.59,31.36,1070.06,0.806,FAIL,398,2024-11-26 18:31:19.490221,ISO 16750-4
TEST_000730,vibration,mechanical_vibration,56.17,92.1,38.7,1191.66,1.0,FAIL,372,2024-12-24 18:31:19.490251,MIL-STD-810 Method 514.8
TEST_000731,humidity,water_splash,50.11,22.7,38.21,1086.16,0.769,FAIL,396,2024-08-11 18:31:19.490281,IEC 60529
TEST_000732,vibration,mechanical_vibration,-36.67,92.89,25.02,905.81,1.0,FAIL,280,2024-08-06 18:31:19.490311,MIL-STD-810 Method 514.8
TEST_000733,temperature,low_temp,-0.53,29.75,14.15,975.83,0.344,PASS,247,2025-01-27 18:31:19.490392,MIL-STD-810 Method 502.7
TEST_000734,humidity,water_splash,56.01,32.48,14.89,1138.37,0.727,FAIL,351,2025-06-26 18:31:19.490427,IEC 60529
TEST_000735,humidity,water_splash,65.99,91.44,34.43,1086.29,1.0,FAIL,119,2024-10-11 18:31:19.490458,IEC 60529
TEST_000736,temperature,low_temp,44.98,88.14,25.61,969.54,0.693,PASS,167,2024-12-30 18:31:19.490489,MIL-STD-810 Method 502.7
TEST_000737,vibration,mechanical_vibration,-13.59,61.35,24.2,1059.72,0.592,PASS,384,2025-01-26 18:31:19.490521,MIL-STD-810 Method 514.8
TEST_000738,humidity,water_splash,57.67,66.79,19.51,976.47,0.569,PASS,446,2024-10-02 18:31:19.490552,IEC 60529
